,0
1287,"['0001744489', '0928']"
1288,DISCA
1289,"['0001437107', '1231']"
1290,DISCB
1291,"['0001437107', '1231']"
1292,DISCK
1293,"['0001437107', '1231']"
1294,DISH
1295,"['0001001082', '1231']"
1296,DK
1297,"['0001694426', '1231']"
1298,DKS
1299,"['0001089063', '0201']"
1300,DL
1301,"['0930', '40']"
1302,DLA
1303,"['0001101396', '0928']"
1304,DLB
1305,"['0001308547', '0924']"
1306,DLPH
1307,"['0001707092', '40']"
1308,DLR
1309,"['0001297996', '1231']"
1310,DLTR
1311,"['0000935703', '0201']"
1312,DLX
1313,"['0000027996', '1231']"
1314,DMRC
1315,"['0001438231', '1231']"
1316,DNBF
1317,"['0000713671', '1231']"
1318,DNKN
1319,"['0001357204', '1228']"
1320,DNN
1321,"['08', '40']"
1322,DNR
1323,"['0000945764', '1231']"
1324,DO
1325,"['0000949039', '1231']"
1326,DORM
1327,"['0000868780', '1229']"
1328,DOV
1329,"['0000029905', '1231']"
1330,DOX
1331,"['0930', '40']"
1332,DPW
1333,"['0000896493', '1231']"
1334,DPZ
1335,"['0001286681', '1229']"
1336,DQ
1337,"['1231', '40']"
1338,DRAD
1339,"['0000707388', '1231']"
1340,DRE
1341,"['0000783280', '1231']"
1342,DRH
1343,"['0001298946', '1231']"
1344,DRI
1345,"['0000940944', '0531']"
1346,DRQ
1347,"['0001042893', '1231']"
1348,DRRX
1349,"['0001082038', '1231']"
1350,DSGX
1351,"['0131', '40']"
1352,DSPG
1353,"['0000915778', '40']"
1354,DSS
1355,"['0000771999', '1231']"
1356,DSX
1357,"['3', '40']"
1358,DTE
1359,"['0000936340', '1231']"
1360,DUK
1361,"['0001326160', '1231']"
1362,DVA
1363,"['0000927066', '1231']"
1364,DVAX
1365,"['0001029142', '1231']"
1366,DVD
1367,"['0001017673', '1231']"
1368,DVN
1369,"['0001090012', '1231']"
1370,DWSN
1371,"['0000799165', '1231']"
1372,DX
1373,"['0000826675', '1231']"
1374,DXCM
1375,"['0001093557', '1231']"
1376,DXPE
1377,"['0001020710', '1231']"
1378,DXYN
1379,"['0000029332', '1228']"
1380,DY
1381,"['0000067215', '0125']"
1382,DYNT
1383,"['0000720875', '0630']"
1384,E
1385,"['1231', '40']"
1386,EA
1387,"['0000712515', '0331']"
1388,EAT
1389,"['0000703351', '0624']"
1390,EBAY
1391,"['0001065088', '1231']"
1392,EBF
1393,"['0000033002', '0228']"
1394,EBIX
1395,"['0000814549', '1231']"
1396,EBS
1397,"['0001367644', '1231']"
1398,EBSB
1399,"['0001411974', '1231']"
1400,EC
1401,"['1231', '40']"
1402,ECA
1403,"['0001157806', '40']"
1404,ECHO
1405,"['0001426945', '1231']"
1406,ECL
1407,"['0000031462', '1231']"
1408,ECOL
1409,"['0001783400', '1231']"
1410,ECPG
1411,"['0001084961', '1231']"
1412,ECT
1413,"['0001487798', '1231']"
1414,ED
1415,"['0001047862', '1231']"
1416,EDAP
1417,"['1231', '40']"
1418,EDU
1419,"['0531', '40']"
1420,EE
1421,"['0000031978', '1231']"
1422,EEFT
1423,"['0001029199', '1231']"
1424,EFC
1425,"['0001411342', '1231']"
1426,EFSC
1427,"['0001025835', '1231']"
1428,EFX
1429,"['0000033185', '1231']"
1430,EGAN
1431,"['0001066194', '0630']"
1432,EGBN
1433,"['0001050441', '1231']"
1434,EGHT
1435,"['0001023731', '0331']"
1436,EGO
1437,"['18', '40']"
1438,EGOV
1439,"['0001065332', '1231']"
1440,EGP
1441,"['0000049600', '1231']"
1442,EGY
1443,"['0000894627', '1231']"
1444,EHTH
1445,"['0001333493', '1231']"
1446,EIG
1447,"['0001379041', '1231']"
1448,EIX
1449,"['0000827052', '1231']"
1450,EL
1451,"['0001001250', '0630']"
1452,ELGX
1453,"['0001013606', '1231']"
1454,ELMD
1455,"['0001488917', '0630']"
1456,ELS
1457,"['0000895417', '1231']"
1458,ELY
1459,"['0000837465', '1231']"
1460,EMAN
1461,"['0001046995', '1231']"
1462,EME
1463,"['0000105634', '1231']"
1464,EMKR
1465,"['0000808326', '0930']"
1466,EMN
1467,"['0000915389', '1231']"
1468,EMR
1469,"['0000032604', '0930']"
1470,ENB
1471,"['0000895728', '40']"
1472,ENDP
1473,"['0001593034', '40']"
1474,ENPH
1475,"['0001463101', '1231']"
1476,ENR
1477,"['0001632790', '0930']"
1478,ENS
1479,"['0001289308', '0331']"
1480,ENSG
1481,"['0001125376', '1231']"
1482,ENTG
1483,"['0001101302', '1231']"
1484,ENV
1485,"['0001337619', '1231']"
1486,ENZ
1487,"['0000316253', '0731']"
1488,EOG
1489,"['0000821189', '1231']"
1490,EPAM
1491,"['0001352010', '1231']"
1492,EPAY
1493,"['0001073349', '0630']"
1494,EPD
1495,"['0001061219', '1231']"
1496,EPM
1497,"['0001006655', '0630']"
1498,EPR
1499,"['0001045450', '1231']"
1500,EQIX
1501,"['0001101239', '1231']"
1502,EQR
1503,"['0000906107', '1231']"
1504,EQT
1505,"['0000033213', '1231']"
1506,ERF
1507,"['29', '40']"
1508,ERIC
1509,"['1231', '40']"
1510,ERIE
1511,"['0000922621', '1231']"
1512,ERII
1513,"['0001421517', '1231']"
1514,ERJ
1515,"['09', '40']"
1516,ES
1517,"['0000072741', '1231']"
1518,ESCA
1519,"['0000033488', '1229']"
1520,ESE
1521,"['0000866706', '0930']"
1522,ESEA
1523,"['3', '40']"
1524,ESGR
1525,"['0001363829', '40']"
1526,ESI
1527,"['0001590714', '1231']"
1528,ESLT
1529,"['1231', '40']"
1530,ESS
1531,"['0000920522', '1231']"
1532,ESSA
1533,"['0001382230', '0930']"
1534,ESTE
1535,"['0000010254', '1231']"
1536,ET
1537,"['0001276187', '1231']"
1538,ETFC
1539,"['0001015780', '1231']"
1540,ETH
1541,"['0000896156', '0630']"
1542,ETM
1543,"['0001067837', '1231']"
1544,ETN
1545,"['0001551182', '40']"
1546,ETR
1547,"['0000065984', '1231']"
1548,EV
1549,"['0000350797', '1031']"
1550,EVBN
1551,"['0000842518', '1231']"
1552,EVC
1553,"['0001109116', '1231']"
1554,EVER
1555,"['0001640428', '1231']"
1556,EVOL
1557,"['0001052054', '1231']"
1558,EVR
1559,"['0001360901', '1231']"
1560,EW
1561,"['0001099800', '1231']"
1562,EWBC
1563,"['0001069157', '1231']"
1564,EXAS
1565,"['0001124140', '1231']"
1566,EXC
1567,"['0001109357', '1231']"
1568,EXEL
1569,"['0000939767', '0103']"
1570,EXFO
1571,"['16', '40']"
1572,EXK
1573,"['20', '40']"
1574,EXLS
1575,"['0001297989', '40']"
1576,EXP
1577,"['0000918646', '0331']"
1578,EXPD
1579,"['0000746515', '1231']"
1580,EXPE
1581,"['0001324424', '1231']"
1582,EXPO
1583,"['0000851520', '0103']"
1584,EXPR
1585,"['0001483510', '0201']"
1586,EXR
1587,"['0001289490', '1231']"
1588,EXTR
1589,"['0001078271', '0630']"
1590,EZPW
1591,"['0000876523', '0930']"
1592,F
1593,"['0000037996', '1231']"
1594,FAF
1595,"['0001472787', '1231']"
1596,FARM
1597,"['0000034563', '0630']"
1598,FARO
1599,"['0000917491', '1231']"
1600,FAST
1601,"['0000815556', '1231']"
1602,FBC
1603,"['0001033012', '1231']"
1604,FBHS
1605,"['0001519751', '1231']"
1606,FBIZ
1607,"['0001521951', '1231']"
1608,FBMS
1609,"['0000947559', '1231']"
1610,FBNC
1611,"['0000811589', '1231']"
1612,FBP
1613,"['0001057706', '1231']"
1614,FC
1615,"['0000886206', '0831']"
1616,FCBC
1617,"['0000859070', '1231']"
1618,FCCO
1619,"['0000932781', '1231']"
1620,FCCY
1621,"['0001141807', '1231']"
1622,FCEL
1623,"['0000886128', '1031']"
1624,FCF
1625,"['0000712537', '1231']"
1626,FCFS
1627,"['0000840489', '1231']"
1628,FCN
1629,"['0000887936', '1231']"
1630,FCX
1631,"['0000831259', '1231']"
1632,FDEF
1633,"['0000946647', '1231']"
1634,FDP
1635,"['0001047340', '9']"
1636,FDS
1637,"['0001013237', '0831']"
1638,FDUS
1639,"['0001513363', '1231']"
1640,FDX
1641,"['0001048911', '0531']"
1642,FE
1643,"['0001031296', '1231']"
1644,FELE
1645,"['0000038725', '1231']"
1646,FENG
1647,"['4', '40']"
1648,FET
1649,"['0001401257', '1231']"
1650,FF
1651,"['0001337298', '1231']"
1652,FFBC
1653,"['0000708955', '1231']"
1654,FFG
1655,"['0001012771', '1231']"
1656,FFIC
1657,"['0000923139', '1231']"
1658,FFIN
1659,"['0000036029', '1231']"
1660,FFIV
1661,"['0001048695', '0930']"
1662,FFNW
1663,"['0001401564', '1231']"
1664,FGP
1665,"['0000922358', '0731']"
1666,FHN
1667,"['0000036966', '1231']"
1668,FIBK
1669,"['0000860413', '1231']"
1670,FICO
1671,"['0000814547', '0930']"
1672,FII
1673,"['0001056288', '1231']"
1674,FIS
1675,"['0001136893', '1231']"
1676,FISI
1677,"['0000862831', '1231']"
1678,FISV
1679,"['0000798354', '1231']"
1680,FITB
1681,"['0000035527', '1231']"
1682,FIX
1683,"['0001035983', '1231']"
1684,FIZZ
1685,"['0000069891', '0501']"
1686,FL
1687,"['0000850209', '0201']"
1688,FLDM
1689,"['0001162194', '1231']"
1690,FLEX
1691,"['0000866374', '40']"
1692,FLIC
1693,"['0000740663', '1231']"
1694,FLIR
1695,"['0000354908', '1231']"
1696,FLL
1697,"['0000891482', '1231']"
1698,FLO
1699,"['0001128928', '1228']"
1700,FLOW
1701,"['0001641991', '1231']"
1702,FLR
1703,"['0001124198', '1231']"
1704,FLS
1705,"['0000030625', '1231']"
1706,FLT
1707,"['0001175454', '1231']"
1708,FLWS
1709,"['0001084869', '0628']"
1710,FLY
1711,"['29', '40']"
1712,FMBI
1713,"['0000702325', '1231']"
1714,FMC
1715,"['0000037785', '1231']"
1716,FMNB
1717,"['0000709337', '1231']"
1718,FMS
1719,"['02', '40']"
1720,FMX
1721,"['1231', '40']"
1722,FN
1723,"['0001408710', '40']"
1724,FNB
1725,"['0000037808', '1231']"
1726,FNF
1727,"['0001331875', '1231']"
1728,FNV
1729,"['1231', '40']"
1730,FOE
1731,"['0000035214', '1231']"
1732,FOLD
1733,"['0001178879', '1231']"
1734,FOR
1735,"['0001406587', '0930']"
1736,FORM
1737,"['0001039399', '1228']"
1738,FORR
1739,"['0001023313', '1231']"
1740,FOSL
1741,"['0000883569', '1228']"
1742,FR
1743,"['0000921825', '1231']"
1744,FRAN
1745,"['0001399935', '0201']"
1746,FRBK
1747,"['0000834285', '1231']"
1748,FRC
1749,"['40', 'NULL']"
1750,FRME
1751,"['0000712534', '1231']"
1752,FRO
1753,"['11', '40']"
1754,FRT
1755,"['0000034903', '1231']"
1756,FSFG
1757,"['0001435508', '0930']"
1758,FSI
1759,"['0001069394', '40']"
1760,FSLR
1761,"['0001274494', '1231']"
1762,FSM
1763,"['0000037914', '1102']"
1764,FSP
1765,"['0001031316', '1231']"
1766,FSS
1767,"['0000277509', '1231']"
1768,FSTR
1769,"['0000352825', '1231']"
1770,FTEK
1771,"['0000846913', '1231']"
1772,FTI
1773,"['0001681459', '40']"
1774,FTK
1775,"['0000928054', '1231']"
1776,FTNT
1777,"['0001262039', '1231']"
1778,FTR
1779,"['0000020520', '1231']"
1780,FUL
1781,"['0000039368', '1130']"
1782,FULT
1783,"['0000700564', '1231']"
1784,FUN
1785,"['0000811532', '1231']"
1786,FVE
1787,"['0001159281', '1231']"
1788,FWRD
1789,"['0000912728', '1231']"
1790,G
1791,"['0001398659', '40']"
1792,GABC
1793,"['0000714395', '1231']"
1794,GAIA
1795,"['0001089872', '1231']"
1796,GAIN
1797,"['0001321741', '0331']"
1798,GALT
1799,"['0001133416', '1231']"
1800,GASS
1801,"['0001328919', '40']"
1802,GBCI
1803,"['0000868671', '1231']"
1804,GBDC
1805,"['0001476765', '14']"
1806,GBL
1807,"['0001060349', '1231']"
1808,GBLI
1809,"['0001494904', '40']"
1810,GBX
1811,"['0000923120', '0831']"
1812,GCAP
1813,"['0001444363', '1231']"
1814,GCI
1815,"['0001635718', '1231']"
1816,GCO
1817,"['0000018498', '0201']"
1818,GD
1819,"['0000040533', '1231']"
1820,GDI
1821,"['0001699150', '1231']"
1822,GDOT
1823,"['0001386278', '1231']"
1824,GDP
1825,"['0000943861', '1231']"
1826,GE
1827,"['0000040545', '1231']"
1828,GEF
1829,"['0000043920', '1031']"
1830,GEL
1831,"['0001022321', '1231']"
1832,GENC
1833,"['0000064472', '0930']"
1834,GEO
1835,"['0000923796', '1231']"
1836,GERN
1837,"['0000886744', '1231']"
1838,GES
1839,"['0000912463', '0201']"
1840,GEVO
1841,"['0001392380', '1231']"
1842,GFF
1843,"['0000050725', '0930']"
1844,GFI
1845,"['06', '40']"
1846,GFN
1847,"['0001342287', '0630']"
1848,GGG
1849,"['0000042888', '1227']"
1850,GHDX
1851,"['0001131324', '1231']"
1852,GHL
1853,"['0001282977', '1231']"
1854,GHM
1855,"['0000716314', '0331']"
1856,GIB
1857,"['30', '40']"
1858,GIFI
1859,"['0001031623', '1231']"
1860,GIG
1861,"['0001719489', '0930']"
1862,GIII
1863,"['0000821002', '0131']"
1864,GIL
1865,"['09', '40']"
1866,GILD
1867,"['0000882095', '1231']"
1868,GILT
1869,"['1231', '40']"
1870,GIS
1871,"['0000040704', '0529']"
1872,GLAD
1873,"['0001143513', '0930']"
1874,GLDD
1875,"['0001372020', '1231']"
1876,GLNG
1877,"['0', '40']"
1878,GLOG
1879,"['0', '40']"
1880,GLOW
1881,"['0000746210', '1231']"
1882,GLP
1883,"['0001323468', '1231']"
1884,GLRE
1885,"['0001385613', '40']"
1886,GLT
1887,"['0000041719', '1231']"
1888,GLUU
1889,"['0001366246', '1231']"
1890,GLW
1891,"['0000024741', '1231']"
1892,GM
1893,"['0001467858', '1231']"
1894,GME
1895,"['0001326380', '0201']"
1896,GMLP
1897,"['1231', '40']"
1898,GMO
1899,"['0001275229', '1231']"
1900,GNC
1901,"['0001502034', '1231']"
1902,GNE
1903,"['0001528356', '1231']"
1904,GNK
1905,"['0001326200', '1']"
1906,GNMK
1907,"['0001487371', '1231']"
1908,GNRC
1909,"['0001474735', '1231']"
1910,GNTX
1911,"['0000355811', '1231']"
1912,GNW
1913,"['0001276520', '1231']"
1914,GOL
1915,"['1231', '40']"
1916,GOLD
1917,"['0000756894', '40']"
1918,GOLF
1919,"['0001672013', '1231']"
1920,GOOD
1921,"['0001234006', '1231']"
1922,GOOG
1923,"['0001652044', '1231']"
1924,GORO
1925,"['0001160791', '1231']"
1926,GPC
1927,"['0000040987', '1231']"
1928,GPI
1929,"['0001031203', '1231']"
1930,GPK
1931,"['0001408075', '1231']"
1932,GPL
1933,"['17', '40']"
1934,GPN
1935,"['0001123360', '1231']"
1936,GPOR
1937,"['0000874499', '1231']"
1938,GPRE
1939,"['0001309402', '1231']"
1940,GPRO
1941,"['0001500435', '1231']"
1942,GPS
1943,"['0000039911', '0202']"
1944,GPX
1945,"['0000070415', '1231']"
1946,GRA
1947,"['0001045309', '1231']"
1948,GRC
1949,"['0000042682', '1231']"
1950,GRFS
1951,"['0001438569', '40']"
1952,GRMN
1953,"['0001121788', '40']"
1954,GRPN
1955,"['0001490281', '1231']"
1956,GS
1957,"['0000886982', '1231']"
1958,GSAT
1959,"['0001366868', '1231']"
1960,GSB
1961,"['0001112920', '1231']"
1962,GSBC
1963,"['0000854560', '1231']"
1964,GSIT
1965,"['0001126741', '0331']"
1966,GSK
1967,"['0001131399', '40']"
1968,GSL
1969,"['0001430725', '40']"
1970,GSM
1971,"['12', '40']"
1972,GSS
1973,"['0000903571', '40']"
1974,GT
1975,"['0000042582', '1231']"
1976,GTE
1977,"['0001273441', '40']"
1978,GTIM
1979,"['0000825324', '0924']"
1980,GTLS
1981,"['0000892553', '1231']"
1982,GTN
1983,"['0000043196', '1231']"
1984,GTS
1985,"['0001171662', '1231']"
1986,GTY
1987,"['0001052752', '1231']"
1988,GVA
1989,"['0000861459', '1231']"
1990,GVP
1991,"['0000944480', '1231']"
1992,GWR
1993,"['0001012620', '1231']"
1994,GWRE
1995,"['0001528396', '0731']"
1996,GWW
1997,"['0000277135', '1231']"
1998,H
1999,"['0001468174', '1231']"
2000,HA
2001,"['0001172222', '1231']"
2002,HAE
2003,"['0000313143', '0328']"
2004,HAFC
2005,"['0001109242', '1231']"
2006,HAIN
2007,"['0000910406', '0630']"
2008,HAL
2009,"['0000045012', '1231']"
2010,HALL
2011,"['0000819913', '1231']"
2012,HALO
2013,"['0001159036', '1231']"
2014,HAS
2015,"['0000046080', '1229']"
2016,HAYN
2017,"['0000858655', '0930']"
2018,HBAN
2019,"['0000049196', '1231']"
2020,HBCP
2021,"['0001436425', '1231']"
2022,HBI
2023,"['0001359841', '1228']"
2024,HBIO
2025,"['0001123494', '1231']"
2026,HBM
2027,"['1231', '40']"
2028,HBNC
2029,"['0000706129', '1231']"
2030,HCA
2031,"['0000860730', '1231']"
2032,HCC
2033,"['0001691303', '1231']"
2034,HCCI
2035,"['0001403431', '0103']"
2036,HCKT
2037,"['0001057379', '1227']"
2038,HCP
2039,"['0000765880', '1231']"
2040,HCSG
2041,"['0000731012', '1231']"
2042,HD
2043,"['0000354950', '0202']"
2044,HDSN
2045,"['0000925528', '1231']"
2046,HE
2047,"['0000354707', '1231']"
2048,HEES
2049,"['0001339605', '1231']"
2050,HEI
2051,"['0000046619', '1031']"
2052,HELE
2053,"['0000916789', '40']"
2054,HEP
2055,"['0001283140', '1231']"
2056,HES
2057,"['0000004447', '1231']"
2058,HFC
2059,"['0000048039', '1231']"
2060,HFWA
2061,"['0001046025', '1231']"
2062,HHC
2063,"['0001498828', '1231']"
2064,HHS
2065,"['0000045919', '1231']"
2066,HI
2067,"['0001417398', '0930']"
2068,HIBB
2069,"['0001017480', '0201']"
2070,HIG
2071,"['0000874766', '1231']"
2072,HII
2073,"['0001501585', '1231']"
2074,HIL
2075,"['0001287808', '1231']"
2076,HIMX
2077,"['1231', '40']"
2078,HIW
2079,"['0000921082', '1231']"
2080,HL
2081,"['0000719413', '1231']"
2082,HLF
2083,"['0001180262', '40']"
2084,HLIT
2085,"['0000851310', '1231']"
2086,HLX
2087,"['0000866829', '1231']"
2088,HMC
2089,"['0331', '40']"
2090,HMN
2091,"['0000850141', '1231']"
2092,HMST
2093,"['0001518715', '1231']"
2094,HMSY
2095,"['0001196501', '1231']"
2096,HNI
2097,"['0000048287', '1228']"
2098,HNRG
2099,"['0000788965', '1231']"
2100,HOFT
2101,"['0001077688', '0131']"
2102,HOG
2103,"['0000793952', '1231']"
2104,HOLI
2105,"['03', '40']"
2106,HOLX
2107,"['0000859737', '0928']"
2108,HOMB
2109,"['0001331520', '1231']"
2110,HOME
2111,"['0001646228', '0125']"
2112,HON
2113,"['0000773840', '1231']"
2114,HOS
2115,"['0001131227', '1231']"
2116,HOV
2117,"['0000357294', '1031']"
2118,HP
2119,"['0000046765', '0930']"
2120,HPP
2121,"['0001482512', '1231']"
2122,HPQ
2123,"['0000047217', '1031']"
2124,HR
2125,"['0000899749', '1231']"
2126,HRB
2127,"['0000012659', '0430']"
2128,HRC
2129,"['0000047518', '0930']"
2130,HRL
2131,"['0000048465', '1027']"
2132,HRZN
2133,"['0001487428', '1231']"
2134,HSC
2135,"['0000045876', '1231']"
2136,HSIC
2137,"['0001000228', '1228']"
2138,HSII
2139,"['0001066605', '1231']"
2140,HSKA
2141,"['0001038133', '1231']"
2142,HSON
2143,"['0001210708', '1231']"
2144,HST
2145,"['0001070750', '1231']"
2146,HSTM
2147,"['0001095565', '1231']"
2148,HSY
2149,"['0000047111', '1231']"
2150,HT
2151,"['0001063344', '1231']"
2152,HTBK
2153,"['0001053352', '1231']"
2154,HTGC
2155,"['0001280784', '19']"
2156,HTH
2157,"['0001265131', '1231']"
2158,HTHT
2159,"['24', '40']"
2160,HTLD
2161,"['0000799233', '1231']"
2162,HTLF
2163,"['0000920112', '1231']"
2164,HTZ
2165,"['0001657853', '1231']"
2166,HUBG
2167,"['0000940942', '1231']"
2168,HUM
2169,"['0000049071', '1231']"
2170,HUN
2171,"['0001307954', '1231']"
2172,HURN
2173,"['0001289848', '1231']"
2174,HVT
2175,"['0000216085', '1231']"
2176,HWCC
2177,"['0001356949', '1231']"
2178,HXL
2179,"['0000717605', '1231']"
2180,HZNP
2181,"['0001492426', '40']"
2182,HZO
2183,"['0001057060', '0930']"
2184,IAG
2185,"['1231', '40']"
2186,IART
2187,"['0000917520', '1231']"
2188,IBA
2189,"['21', '1231']"
2190,IBCP
2191,"['0000039311', '1231']"
2192,IBKC
2193,"['0000933141', '1231']"
2194,IBKR
2195,"['0001381197', '1231']"
2196,IBM
2197,"['0000051143', '1231']"
2198,IBN
2199,"['0331', '40']"
2200,ICAD
2201,"['0000749660', '1231']"
2202,ICE
2203,"['0001571949', '1231']"
2204,ICFI
2205,"['0001362004', '1231']"
2206,ICLR
2207,"['0531', '40']"
2208,ICON
2209,"['0000857737', '1231']"
2210,ICUI
2211,"['0000883984', '1231']"
2212,IDA
2213,"['0001057877', '1231']"
2214,IDCC
2215,"['0001405495', '1231']"
2216,IDN
2217,"['0001040896', '1231']"
2218,IDRA
2219,"['0000861838', '1231']"
2220,IDSA
2221,"['0000004187', '1231']"
2222,IDXX
2223,"['0000874716', '1231']"
2224,IEC
2225,"['0000049728', '0930']"
2226,IEP
2227,"['0000813762', '1231']"
2228,IEX
2229,"['0000832101', '1231']"
2230,IFF
2231,"['0000051253', '1231']"
2232,IGC
2233,"['0001326205', '0331']"
2234,IGT
2235,"['01', '40']"
2236,IIIN
2237,"['0000764401', '0928']"
2238,IIN
2239,"['0000088790', '1231']"
2240,IIVI
2241,"['0000820318', '0630']"
2242,ILMN
2243,"['0001110803', '1229']"
2244,IMAX
2245,"['0000921582', '40']"
2246,IMGN
2247,"['0000855654', '1231']"
2248,IMMR
2249,"['0001058811', '1231']"
2250,IMMU
2251,"['0000722830', '1231']"
2252,IMO
2253,"['1231', '40']"
2254,IMOS
2255,"['1231', '40']"
2256,INAP
2257,"['0001056386', '1231']"
2258,INCY
2259,"['0000879169', '1231']"
2260,INDB
2261,"['0000776901', '1231']"
2262,INFI
2263,"['0001113148', '1231']"
2264,INFN
2265,"['0001138639', '1228']"
2266,INFU
2267,"['0001337013', '1231']"
2268,INFY
2269,"['12', '40']"
2270,INN
2271,"['0001497645', '1231']"
2272,INO
2273,"['0001055726', '1231']"
2274,INOD
2275,"['0000903651', '1231']"
2276,INSM
2277,"['0001104506', '1231']"
2278,INSP
2279,"['0001609550', '1231']"
2280,INT
2281,"['0000789460', '1231']"
2282,INTC
2283,"['0000050863', '1228']"
2284,INTL
2285,"['0000913760', '0930']"
2286,INTT
2287,"['0001036262', '1231']"
2288,INTU
2289,"['0000896878', '0731']"
2290,INUV
2291,"['0000829323', '1231']"
2292,INVE
2293,"['0001036044', '1231']"
2294,INWK
2295,"['0001350381', '1231']"
2296,INXN
2297,"['7', '40']"
2298,IO
2299,"['0000866609', '1231']"
2300,IOSP
2301,"['0001054905', '1231']"
2302,IP
2303,"['0000051434', '1231']"
2304,IPAR
2305,"['0000822663', '1231']"
2306,IPG
2307,"['0000051644', '1231']"
2308,IPGP
2309,"['0001111928', '1231']"
2310,IPHI
2311,"['0001160958', '1231']"
2312,IPHS
2313,"['0001364099', '1231']"
2314,IPI
2315,"['0001421461', '1231']"
2316,IR
2317,"['0001466258', '40']"
2318,IRBT
2319,"['0001159167', '1228']"
2320,IRDM
2321,"['0001418819', '1231']"
2322,IRET
2323,"['0000798359', '1231']"
2324,IRIX
2325,"['0001006045', '1228']"
2326,IRM
2327,"['0001020569', '1231']"
2328,IRS
2329,"['0000933267', '40']"
2330,IRWD
2331,"['0001446847', '1231']"
2332,ISBC
2333,"['0001326807', '0630']"
2334,ISNS
2335,"['0000943034', '1231']"
2336,ISR
2337,"['0000728387', '0630']"
2338,ISRG
2339,"['0001035267', '1231']"
2340,IT
2341,"['0000749251', '1231']"
2342,ITI
2343,"['0000350868', '0331']"
2344,ITRI
2345,"['0000780571', '1231']"
2346,ITRN
2347,"['1231', '40']"
2348,ITT
2349,"['0000216228', '1231']"
2350,ITUB
2351,"['01', '40']"
2352,ITW
2353,"['0000049826', '1231']"
2354,IVAC
2355,"['0001001902', '1231']"
2356,IVC
2357,"['0000742112', '1231']"
2358,IVR
2359,"['0001437071', '1231']"
2360,IVZ
2361,"['0000914208', '0']"
2362,JACK
2363,"['0000807882', '0929']"
2364,JAG
2365,"['0001685715', '1231']"
2366,JAKK
2367,"['0001009829', '1231']"
2368,JAX
2369,"['0001617227', '1230']"
2370,JAZZ
2371,"['0001232524', '40']"
2372,JBHT
2373,"['0000728535', '1231']"
2374,JBL
2375,"['0000898293', '0831']"
2376,JBLU
2377,"['0001158463', '1231']"
2378,JBT
2379,"['0001433660', '1231']"
2380,JCI
2381,"['0000833444', '40']"
2382,JCOM
2383,"['0001084048', '1231']"
2384,JCP
2385,"['0001166126', '0130']"
2386,JCS
2387,"['0000022701', '1231']"
2388,JE
2389,"['0331', '40']"
2390,JEC
2391,"['0000052988', '0927']"
2392,JJSF
2393,"['0000785956', '0928']"
2394,JKHY
2395,"['0000779152', '0630']"
2396,JKS
2397,"['1231', '40']"
2398,JLL
2399,"['0001037976', '1231']"
2400,JMP
2401,"['0001302350', '1231']"
2402,JNJ
2403,"['0000200406', '1229']"
2404,JNPR
2405,"['0001043604', '1231']"
2406,JOBS
2407,"['1231', '40']"
2408,JOE
2409,"['0000745308', '1231']"
2410,JOUT
2411,"['0000788329', '0927']"
2412,JPM
2413,"['0000019617', '1231']"
2414,JVA
2415,"['0001007019', '1031']"
2416,JWN
2417,"['0000072333', '0201']"
2418,K
2419,"['0000055067', '1228']"
2420,KAI
2421,"['0000886346', '1228']"
2422,KALU
2423,"['0000811596', '1231']"
2424,KAMN
2425,"['0000054381', '1231']"
2426,KAR
2427,"['0001395942', '1231']"
2428,KBH
2429,"['0000795266', '1130']"
2430,KBR
2431,"['0001357615', '1231']"
2432,KEG
2433,"['0000318996', '1231']"
2434,KELYA
2435,"['0000055135', '1229']"
2436,KEM
2437,"['0000887730', '0331']"
2438,KEQU
2439,"['0000055529', '0430']"
2440,KEX
2441,"['0000056047', '1231']"
2442,KEY
2443,"['0000091576', '1231']"
2444,KFRC
2445,"['0000930420', '1231']"
2446,KFY
2447,"['0000056679', '0430']"
2448,KGC
2449,"['0000701818', '40']"
2450,KIM
2451,"['0000879101', '1231']"
2452,KINS
2453,"['0000033992', '1231']"
2454,KIRK
2455,"['0001056285', '0201']"
2456,KKR
2457,"['0001404912', '1231']"
2458,KLAC
2459,"['0000319201', '0630']"
2460,KLIC
2461,"['0000056978', '40']"
2462,KMB
2463,"['0000055785', '1231']"
2464,KMI
2465,"['0001506307', '1231']"
2466,KMPR
2467,"['0000860748', '1231']"
2468,KMT
2469,"['0000055242', '0630']"
2470,KMX
2471,"['0001170010', '0229']"
2472,KNL
2473,"['0001011570', '1231']"
2474,KNX
2475,"['0001492691', '1231']"
2476,KO
2477,"['0000021344', '1231']"
2478,KOF
2479,"['19', '40']"
2480,KOOL
2481,"['0000811212', '1231']"
2482,KOP
2483,"['0001315257', '1231']"
2484,KOPN
2485,"['0000771266', '1228']"
2486,KOS
2487,"['0001509991', '1231']"
2488,KR
2489,"['0000056873', '0201']"
2490,KRA
2491,"['0001321646', '1231']"
2492,KRC
2493,"['0001025996', '1231']"
2494,KRG
2495,"['0001286043', '1231']"
2496,KRNY
2497,"['0001295664', '1']"
2498,KRO
2499,"['0001257640', '1231']"
2500,KSS
2501,"['0000885639', '0201']"
2502,KSU
2503,"['0000054480', '1231']"
2504,KTCC
2505,"['0000719733', '0629']"
2506,KTOS
2507,"['0001069258', '1229']"
